nid	tags	Level And Grammar Point	Link	Connected Grammar Points from jlptsensei (optional)	Notes	construction	examplesentences	title audio	construction audio	examplesentences audio	regexpattern
1775895481046	mainfilter minlong3 minlong4 minlong5 N1	1:あらかじめ (beforehand; in advance; previously​)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%82%e3%82%89%e3%81%8b%e3%81%98%e3%82%81-arakajime-meaning/	Link Connection (2026-04-11 19:32)<br>[1:あらかじめ (beforehand; in advance; previously​)|nid1775895481046]<br>[2:に先立ち (before; prior to ~)|nid1775895481428]<br>[1:に先駆けて (prior to; to be the first (pioneer); being ahead of ~)|nid1775895481429]<br>[1:を控えて (to be soon; the time has come to; nearby; ahead of ~)|nid1775895481500]<br>[4:ておく (to do something in advance)|nid1775895481656]<br>[1:手前 (considering; before; in front of; one’s standpoint)|nid1775895481673]<br>[1:かつて (once; before; formerly; ever; former; ex-)|nid1775896028429]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>あらかじめ</td><td>Verb</td></tr></tbody></table>"	"JP: あらかじめ教科書を読んでください。
EN: Please read the textbook in advance.

JP: 私たちはあらかじめスナックを用意しておきました。
EN: We have prepared snacks in advance.

JP: 僕は逃げ道をあらかじめ探しました。
EN: I searched for an escape route in advance.

JP: 私はその資料をあらかじめ印刷して持参します。
EN: I will print that document beforehand and bring it with me.

JP: 私たちはそれをあらかじめ考慮しておく必要がある。
EN: We need to take that into account in advance.

JP: 訪ねていらっしゃる前にあらかじめ連絡してください。
EN: Please contact us in advance before visiting.

JP: 会社の忘年会のためにあらかじめレストランを予約しました。
EN: I booked a restaurant in advance for the company's year-end party."	[sound:title_1あらかじめ_beforehand_in_advance_p_11.mp3]	[sound:grammar_1あらかじめ_beforehand_in_advance_p_11.mp3]	[sound:examples_1あらかじめ_beforehand_in_advance_p_11.mp3]	あらかじめ
1775895481047	minlong3 minlong4 N2	2:あるいは (or; either; maybe; perhaps; possibly ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%82%e3%82%8b%e3%81%84%e3%81%af-aruiwa-meaning/	Link Connection (2026-04-11 19:38)<br>[2:あるいは (or; either; maybe; perhaps; possibly ~)|nid1775895481047]<br>[2:一応 (more or less; pretty much; roughly; tentatively ~)|nid1775895481166]<br>[4:かもしれない (might; perhaps; indicates possibility)|nid1775895481209]<br>[4:または (both; or; otherwise​; choice between [A] or [B])|nid1775895481299]<br>[3:もしかしたら (perhaps; maybe; perchance; by any chance ~)|nid1775895481326]<br>[1:もしくは (or; otherwise)|nid1775895481327]<br>[2:恐らく (perhaps; likely; probably; I dare say ~)|nid1775895481531]<br>[1:さもないと (otherwise; or else; if not ~)|nid1775895481549]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>あるいは</td><td>other option</td></tr></tbody></table>"	"JP: 今日中にファックス、あるいは、メールで送ってください。
EN: Please send it today via fax or mail.

JP: ご注文は電話か、あるいはインターネットでお願いします。
EN: Please order either by phone or online.

JP: 来週の火曜日の午後はどうですか。あるいは水曜日の午前でも構いませんが．．．
EN: How about Tuesday afternoon next week? Or Wednesday morning also works.

JP: 進学するか、あるいは就職するか私は迷っています。
EN: I'm not sure whether I should advance my education or start working.

JP: あるいはそれは本当かもしれない。
EN: Perhaps that's true.

JP: 明日あるいは晴れるかもしれません。
EN: It may possibly be sunny tomorrow.

JP: ごめん、あるいは私が間違っていたかもしれない。
EN: Sorry! It's possible that I made a mistake.

JP: 彼はあるいはすぐに回復するかもしれません。
EN: He may possibly recover soon."	[sound:title_2あるいは_or_either_maybe_perhaps__12.mp3]	[sound:grammar_2あるいは_or_either_maybe_perhaps__12.mp3]	[sound:examples_2あるいは_or_either_maybe_perhaps__12.mp3]	あるいは
1775895481048	minlong3 N4	4:後であとで (after~; later)	https://jlptsensei.com/learn-japanese-grammar/%e5%be%8c%e3%81%a7-%e3%81%82%e3%81%a8%e3%81%a7-ato-de-meaning/	Link Connection (2026-04-11 19:40)<br>[4:後であとで (after~; later)|nid1775895481048]<br>[5:まで (until; as far as; to (an extent); even ~)|nid1775895481282]<br>[4:までに (by; by the time; indicates time limit)|nid1775895481285]<br>[5:前に「まえに」 (before; in front of ~)|nid1775895481286]<br>[3:てはじめて (not until; only after [x] did I)|nid1775895481638]<br>[5:てから (after doing ~)|nid1775895481646]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (た form)</td><td rowspan=""2"">後で<br/>あとで</td></tr><tr><td>Noun + の</td></tr></tbody></table>"	"JP: 図書館で宿題をしたあとで、帰ります。
EN: I will head home after I finish my homework at the library.

JP: 晩ご飯の後でアイスを食べた。
EN: After dinner, I had some ice cream.

JP: 授業が終わった後で、部活に行く。
EN: After classes finish, I will go to my club activities.

JP: お酒を飲んだ後で、運転してはダメですよ！
EN: Driving after drinking is not permitted.

JP: 昼ご飯を食べた後で、30分ほど昼寝をした。
EN: After eating dinner, I took a nap for about a half hour.

JP: 大学を卒業した後で、本当の社会人になりました。
EN: After graduating from university, I became a true member of society.

JP: 宿題の後で、友だちと遊びに行きます。
EN: After finishing my homework, I'm going out with my friend.

JP: 仕事の後で、飲み会があります。
EN: People are going out for drinks after work tonight!"	[sound:title_4後であとで_after_later_13.mp3]	[sound:grammar_4後であとで_after_later_13.mp3]	[sound:examples_4後であとで_after_later_13.mp3]	(?:の|た)(?:あとで|後で)
1775895481049	mainfilter minlong3 minlong4 N1	1:あっての (which can exist solely due to the presence of; which owes everything to)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%82%e3%81%a3%e3%81%a6%e3%81%ae-atte-no-meaning/	Link Connection (2026-04-11 21:09)<br>[1:あっての (which can exist solely due to the presence of; which owes everything to)|nid1775895481049]<br>[1:とあって (due to the fact that; because of ~)|nid1775895481686]<br>[1:とあれば (if it is the case that; if ~)|nid1775895481685]<br>[1:にあって (at; on; during; in the condition of​ ~)|nid1775895481390]<br>[1:からある/からする/からの// (at least; as much as; as many as ~)|nid1775895481215]<br>[2:次第 (as soon as, dependent upon)|nid1775895481564]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun-1</td><td>あっての</td><td>Noun-2</td></tr></tbody></table>"	"JP: 健康な体あっての人生です。
EN: Life is dependent on having a healthy body.

JP: お客様あっての仕事だから、言葉遣いに気を付けてください。
EN: Please be careful of the language you use around our customers since they are essential for our business.

JP: 私の幸せは家族あってのものだ。みんな病気をせず元気でいてほしい。
EN: My happiness comes from my family. I wish everyone is able to live healthily without sickness.

JP: 健康あっての人生だ。不健康なものを食べないように頑張りましょう！
EN: Our health is essential for our lives. Let's do our best to avoid eating unhealthy foods.

JP: 学生あっての学校ですから、いくら設備が良くても、素晴らしい先生がいても、学生が来なければ意味がない。
EN: The school depends on the students, so no matter how good the facilities are, even if there are wonderful teachers, it doesn't make sense if students don't come.

JP: 自分がこんなに早く出世できたのは、厳しい上司の指導あってのことです。
EN: I was able to advance so quickly because of the strict guidance of my boss.

JP: お客様あっての仕事ですから、いつもご来店いただくお客様には感謝しております。
EN: Since it is a job for customers, we are grateful to the customers who always come to our store.

JP: 健康あっての美しさですから、無理なダイエットには反対です。
EN: Beauty depends on good health, so I'm against an unreasonable diet."	[sound:title_1あっての_which_can_exist_solely_d_14.mp3]	[s@und:grammar_1あっての_which_can_exist_solely_d_14.mp3]	[sound:examples_1あっての_which_can_exist_solely_d_14.mp3]	あっての
1775895481050	N3	3:合う (do something together)	https://jlptsensei.com/learn-japanese-grammar/%e5%90%88%e3%81%86-%e3%81%82%e3%81%86-au-meaning/	Link Connection (2026-04-11 19:39)<br>[3:合う (do something together)|nid1775895481050]<br>[5:一緒に「いっしょに」 (together)|nid1775895481182]<br>[3:込む (to do something for a long time or to move something inside)|nid1775895481244]<br>[3:と共に (together with; at the same time as; as well as ~)|nid1775895481717]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td>合う<br>あう</td></tr></tbody></table>"	"JP: 私たちはその件について話し合いましょう。
EN: Let's discuss together regarding that matter.

JP: 2人は愛し合っている。
EN: Those 2 are in love with each other.

JP: チームだから、困った時は助け合いましょう。
EN: We are a team so whenever someone is in trouble, let's help each other!

JP: 私たちはお互い助け合うべきだ。
EN: We should help each other.

JP: 彼女は仲間とうまく付き合っている。
EN: She gets along well with her peers.

JP: このプロジェクトが完成したら、ゆっくり休めるから頑張り合いましょう！
EN: Once this project is finished we can rest easy, so let's work hard together to finish!

JP: 問題が起きたときは、どうすべきかみんなで話し合いましょう。
EN: Let's discuss together with everyone on what we should do when a problem occurs.

JP: その二人はいつも競い合っている。
EN: Those 2 are always competing with each other.

JP: 隣の人と相談し合って答えを考えてください。
EN: Discuss with the person next to you and think about the answer."	[sound:title_3合う_do_something_together_15.mp3]	[sound:grammar_3合う_do_something_together_15.mp3]	[sound:examples_3合う_do_something_together_15.mp3]	(?:合っている|あっている|合われる|あわれる|合わない|あわない|合ったら|あったら|合おう|あえる|あおう|合った|あった|合える|合えば|あえば|合う|あい|あう|合い)
1775895481051	N4 verbconjugations	4:ば (conditional form; If [A] then [B])	https://jlptsensei.com/learn-japanese-grammar/%e3%81%b0-ba-conditional-form-meaning/	Link Connection (2026-04-11 21:16)<br>[4:ば (conditional form; If [A] then [B])|nid1775895481051]<br>[4:なら (if; in the case that ~)|nid1775895481370]<br>[4:なければならない (must do something; have to do something)|nid1775895481355]<br>[4:たら (if; after; when ~)|nid1775895481617]<br>[3:とすれば・としたら・とすると// (in the case of~; assuming~; if A then B)|nid1775895481716]<br>[3:ばいい (should; can; it’d be good if ~)|nid1775895481052]<br>[3:さえ～ば~ (if only; as long as ~)|nid1775895481543]<br>[3:ば～のに~ (would have; should have; if only ~)|nid1775895481057]<br>[2:ものなら (if I/we could; if [A] is possible, then [B]; if one can do something, then ~)|nid1775895481321]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>special formatting rules (see below)</td></tr></tbody></table>"	"JP: このボタンを押せば、ドアが開きます。
EN: If you push this button, the door will open.

JP: あなたが行けば、わたしも行くよ。
EN: If you go, then I'm going too.

JP: 今すぐ出発すれば間に合うでしょう。
EN: If you leave right away, you'll likely make it in time.

JP: 毎日練習をすれば、上手になるよ。
EN: If you practice everyday, you're going to improve!

JP: 数週間もすれば、みんな忘れるよ。
EN: Everyone will forget this in a few weeks.

JP: 海に行けば誰だって水着を着るわ。
EN: Everyone wears a bathing suit at the beach.

JP: アメリカ大使館へ行きたいんですが、どう行けばいいですか。
EN: I want to go to the American embassy, do you know how to get there from here?"	[sound:title_4ば_conditional_form_If_A_then__16.mp3]	[sound:grammar_4ば_conditional_form_If_A_then__16.mp3]	[sound:examples_4ば_conditional_form_If_A_then__16.mp3]	(?:え|け|げ|せ|ね|べ|め|れ)ば
1775895481052	mainfilter minlong3 N3	3:ばいい (should; can; it’d be good if ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%b0%e3%81%84%e3%81%84-ba-ii-meaning/	Link Connection (2026-04-11 21:16)<br>[3:ばいい (should; can; it’d be good if ~)|nid1775895481052]<br>[3:ばよかった (should have; would have been better if ~)|nid1775895481055]<br>[3:とすれば・としたら・とすると// (in the case of~; assuming~; if A then B)|nid1775895481716]<br>[3:ば～のに~ (would have; should have; if only ~)|nid1775895481057]<br>[4:ば (conditional form; If [A] then [B])|nid1775895481051]<br>[4:と言ってもいい (you could say; one might say; I'd say ~)|nid1775896028455]<br>[4:たら (if; after; when ~)|nid1775895481617]<br>[5:ほうがいい (had better; it'd be better to; should ~)|nid1775895481160]<br>[3: ～んじゃなかった (I shouldn't have...)|nid1778079059060]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ば conditional form)</td><td>いい</td></tr></tbody></table>"	"JP: どうすればいいですか？
EN: What should I do?

JP: どこに行けばいいですか？
EN: Where should I go?

JP: 私は何を言えばいいかわからない。
EN: I'm not sure what I should say.

JP: 何を歌えばいいですか。
EN: What should I sing?

JP: 君が決めればいい。
EN: It is for you to decide.

JP: もう少し雨が降ればいいな。
EN: It’d be great if it rained a little bit more.

JP: どちらの方向へ進めばいいのか？
EN: Which direction should I go?

JP: 新宿駅に行きたいんですが、どうやって行けばいいですか？
EN: I want to go to Shinjuku station, how do I get there?"	[sound:title_3ばいい_should_can_itd_be_good_if_17.mp3]	[sound:grammar_3ばいい_should_can_itd_be_good_if_17.mp3]	[sound:examples_3ばいい_should_can_itd_be_good_if_17.mp3]	ばいい
1775895481053	mainfilter minlong3 N1	1:ばこそ (only because ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%b0%e3%81%93%e3%81%9d-ba-koso-meaning/	Link Connection (2026-04-11 21:23)<br>[1:ばこそ (only because ~)|nid1775895481053]<br>[1:こそすれ (and; although; but ~)|nid1775895481248]<br>[1:こそあれ (although; even though ~)|nid1775895481247]<br>[1:こそ「～が・けれど」~/ (but; although (emphasis))|nid1775895481249]<br>[1:と相まって (together with..., more; because of the influence of..., more ~)|nid1775895481684]<br>[2:てこそ (now that; since (something happened))|nid1775895481649]<br>[2:からこそ (precisely because ~)|nid1775895481217]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ば conditional)</td><td rowspan=""4"">こそ</td></tr><tr><td>Noun + であれば</td></tr><tr><td>な-adjective + であれば</td></tr><tr><td>い-adjective + <s>い</s>ければ</td></tr></tbody></table>"	"JP: 優勝できたのは、チーム全員の協力あればこそだ。
EN: We could only win because of our teamwork.

JP: 家族を愛すればこそ、自分が犠牲になることなどは恐れない。
EN: Because I love my family, I’m not afraid to sacrifice myself.

JP: 子供のためを思えばこそ、費用は子ども自身に用意させたのです。
EN: I made my children pay for their own expenses because I think it’s good for them.

JP: 自分の努力を認めてくれる人がいればこそ、やる気も出てくるというものだ。
EN: Only if there are people who acknowledge their efforts will they be motivated.

JP: 忙しければこそ、時間の使い方が上手になってくるものだ。
EN: The more busy you are, the better you will be at using your time.

JP: 夜中に一人で歩いて帰れるのも、この街が安全であればこそだ。
EN: You can walk home alone in the middle of the night only if the city is safe.

JP: 娘の将来を思えばこそ、彼との結婚には賛成できない。
EN: I can't agree to marry him because of my daughter's future."	[sound:title_1ばこそ_only_because_18.mp3]	[s@und:grammar_1ばこそ_only_because_18.mp3]	[sound:examples_1ばこそ_only_because_18.mp3]	(?:であれば|ば|ければ|(?:な|い)?であれば)こそ
1775895481054	mainfilter minlong3 minlong4 minlong5 minlong6 N1	1:ばそれまでだ/たらそれまでだ/ (if… then it’s over)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%b0%e3%81%9d%e3%82%8c%e3%81%be%e3%81%a7%e3%81%a0-%e3%81%9f%e3%82%89%e3%81%9d%e3%82%8c%e3%81%be%e3%81%a7%e3%81%a0-ba-sore-made-da-meaning/	Link Connection (2026-04-11 19:38)<br>[1:ばそれまでだ/たらそれまでだ/ (if… then it’s over)|nid1775895481054]<br>[1:までもない/までもなく/ (there&#x27;s no need to; it’s not necessary to ~)|nid1775895481284]<br>[1:ないまでも (not to say; although it does not reach the level of ~)|nid1775895481345]<br>[1:に至るまで (as far as; up until; everything from ... to ~)|nid1775895481395]<br>[1:たら～ところだ~ (if... (counterfactual condition), then would be ~)|nid1775895481622]<br>[2:てまで (even; will go far so as to ~)|nid1775895481651]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (conditional) ば / たら</td><td>それまでだ</td></tr></tbody></table>"	"JP: いくらお金をためでも、死んでしまえばそれまでだ。
EN: Even if you make a lot of money, it's pointless if you die.

JP: どんなに大変でも諦めたらそれまでだ。
EN: No matter how hard it may be, once you give up, it's all over.

JP: いくら参考書を買っても、使わなければそれまでだ。
EN: No matter how many reference books you buy, if you don't use them they are meaningless.

JP: 一生懸命勉強しても、試験の日に風邪を引いたらそれまでだ。
EN: Even if you study hard, if you catch a cold on the day of the exam, then it's over.

JP: ハードディスクに写真を保存しておいても、ハードディクスが壊れてしまえばそれまでだ。
EN: Even if you save your photos on a hard disk, they will all be gone if the hard disc breaks.

JP: 仕事も大事だが、何よりも健康が第一だ。病気になってしまったらそれまでだ。
EN: Work is important, but health is the number one priority. Once you get sick, it's over.

JP: どんなに美しい花でも、散ってしまえばそれまでだ。
EN: No matter how beautiful a flower may be, when they start to scatter it’s over."	[sound:title_1ばそれまでだたらそれまでだ_if_then_its_ove_19.mp3]	[sound:grammar_1ばそれまでだたらそれまでだ_if_then_its_ove_19.mp3]	[sound:examples_1ばそれまでだたらそれまでだ_if_then_its_ove_19.mp3]	(?:ば|たら)それまでだ
1775895481055	mainfilter minlong3 minlong4 minlong5 N3	3:ばよかった (should have; would have been better if ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%b0%e3%82%88%e3%81%8b%e3%81%a3%e3%81%9f-ba-yokatta-meaning/	Link Connection (2026-04-11 21:16) [3:ばよかった (should have; would have been better if ~)|nid1775895481055] [4:ば (conditional form; If [A] then [B])|nid1775895481051] [4:てよかった (I’m glad that ~)|nid1775895481669] [3:ばいい (should; can; it’d be good if ~)|nid1775895481052] [3:ば～のに~ (would have; should have; if only ~)|nid1775895481057] [3:ば～ほど~ (the more… the more ~)|nid1775895481056]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ば conditional form)</td><td>よかった（のに）</td></tr></tbody></table>"	"JP: そうすればよかった。
EN: I should have done that.

JP: 傘を持ってくればよかった。
EN: I should have brought an umbrella.

JP: 遅刻してしまった。もっと早く家を出ればよかった。
EN: I was late... I should have left home earlier.

JP: 早く連絡してくればよかったのに。
EN: You should have contacted me earlier.

JP: 友人にあんなことを言わなければよかった。
EN: I wish I hadn't said such a thing to my good friend.

JP: 夕べの番組は面白かった。あなたも見ればよかったのに。
EN: The program last night was interesting. You should have watched it!

JP: こんなことを言わなければよかった。今は後悔している。
EN: I wish I hadn't said this... I'm really regretting it now.

JP: 新しいパソコンを買わないで、私のを使えばよかったのに。
EN: You shouldn’t have bought a new computer and used mine instead."	[sound:title_3ばよかった_should_have_would_have__3.mp3]	[sound:grammar_3ばよかった_should_have_would_have__3.mp3]	[sound:examples_3ばよかった_should_have_would_have__3.mp3]	ばよかった
1775895481056	mainfilter minlong3 minlong4 N3	3:ば～ほど~ (the more… the more ~)	https://jlptsensei.com/learn-japanese-grammar/%e3%81%b0%ef%bd%9e%e3%81%bb%e3%81%a9-ba-hodo-meaning/	Link Connection (2026-04-11 21:16)<br>[3:ば～ほど~ (the more… the more ~)|nid1775895481056]<br>[4:ば (conditional form; If [A] then [B])|nid1775895481051]<br>[3:ほど (degree; extent; bounds; upper limit)|nid1775895481157]<br>[3:ほど～ない~ (is not as… as ~)|nid1775895481159]<br>[2:よほど/よっぽど/ (very; greatly; much; to a large extent)|nid1775895481791]		"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb<br/>(ば conditional form)</td><td>same Verb + ほど</td></tr><tr><td>な-adjective + なら</td><td>same な-adj + なほど</td></tr><tr><td>い-adjective + <s>い</s>ければ</td><td>same い-adj + ほど</td></tr></tbody></table>"	"JP: ビートルズの音楽は聞けば聞くほど好きになります。
EN: The more I listen to The Beetles, the more I end up liking their music.

JP: 考えれば考えるほどわからなくなる。
EN: The more I think about it, the less I understand.

JP: 勉強すればするほど、日本語が上手になりますよ。
EN: The more you study, the better your Japanese will get.

JP: スーパーは家から近ければ近いほど便利です。
EN: The closer the supermarket is to home, the more convenient it is.

JP: 日本語は話せば話すほど上手になります。
EN: The more Japanese you speak, the more you will improve.

JP: お金はあればあるほど安心です。
EN: The more money I have, the more safe I feel.

JP: パソコンは操作が簡単なら簡単なほどいいです。
EN: The easier the computer is to use the better.

JP: ゲームは相手が強ければ強いほどおもしろいです。
EN: Games get more interesting as the opponents get stronger."	[sound:title_3ばほど_the_more_the_more_21.mp3]	[sound:grammar_3ばほど_the_more_the_more_21.mp3]	[sound:examples_3ばほど_the_more_the_more_21.mp3]	(?:ば|なら)[^\s。？！.?!]{1,15}ほど
